gen best mean std
0 35.318071 -2.541908 9.441158
1 42.568395 9.641958 18.784677
2 42.568395 7.840411 19.59508
3 42.568395 3.10554 16.882927
4 42.707199 6.724845 19.213199
5 42.707199 9.15011 20.533461
6 42.707199 6.937096 18.203575
7 42.707199 8.629177 19.458565
8 42.707199 8.107283 21.027545
9 42.718216 13.338286 21.121385
10 49.676303 12.947276 21.296721
11 49.676303 9.524344 20.700035
12 52.585877 10.27207 22.630753
13 64.281434 12.863659 23.386866
14 72.761078 17.772718 25.426466
15 72.761078 17.955667 30.18763
16 72.761078 21.510638 32.23407
17 78.990252 23.641643 32.016401
18 78.990252 26.957158 35.732097
19 78.990252 28.355495 36.159642
20 79.020743 26.016806 34.986768
21 79.020743 26.61423 34.156167
22 79.020743 33.570145 37.693692
23 79.020743 32.699852 34.899044
24 79.020743 34.587968 33.636461
25 79.020743 38.485723 35.397425
26 79.020743 34.109864 33.771753
27 79.020743 34.834159 33.992128
28 79.020743 38.722547 33.149014
29 79.020743 43.331823 32.818532
30 79.020743 36.673662 33.13343
31 79.020743 30.627267 33.238751
32 79.020743 39.120535 31.486206
33 79.020743 38.962083 31.693069
34 79.020743 39.350408 34.901413
35 79.020743 37.360039 32.189976
36 79.020743 41.182655 31.77134
37 79.020743 45.074748 32.35559
38 79.020743 42.123069 32.657323
39 79.020743 43.934428 32.201161
40 79.020743 42.773814 29.940014
41 79.020743 40.739361 30.823108
42 79.020743 39.742792 30.400629
43 79.020743 42.206521 31.056147
44 79.020743 39.849984 30.262384
45 79.020743 50.841805 28.811963
46 79.020743 48.768832 28.781121
47 79.020743 51.212884 26.907914
48 79.020743 45.240548 28.23319
49 79.020743 44.200149 26.90197
50 79.020743 45.825927 23.294205
