gen best mean std
0 86.424731 -2.642183 11.007659
1 89.981552 60.241828 42.480289
2 89.981552 60.220749 43.577389
3 89.981552 63.516908 41.710598
4 89.981552 53.707101 45.499578
5 89.981552 68.727332 38.885002
6 89.981552 48.653062 47.243552
7 89.981552 51.504649 46.426137
8 89.981552 62.965856 41.572876
9 89.981552 49.781424 47.009569
10 89.981552 62.167741 42.643582
11 89.981552 56.218974 45.0273
12 89.981552 56.615912 44.540205
13 89.981552 63.075501 42.621121
14 89.981552 56.937263 45.166977
15 89.981552 59.981688 43.092706
16 89.981552 64.317402 42.12884
17 89.981552 66.421711 41.085416
18 89.981552 61.292372 43.516405
19 89.981552 48.059244 47.011429
20 89.981552 61.467768 42.864998
21 89.981552 55.719208 45.320455
22 89.981552 59.762792 43.484138
23 89.981552 61.220488 43.069617
24 89.981552 55.71562 45.323498
25 89.981552 59.924792 43.88122
26 89.981552 62.915371 42.189616
27 89.981552 59.849215 44.467653
28 89.981552 59.291212 43.511507
29 89.981552 60.833966 42.95386
30 89.981552 59.761851 43.776992
31 89.981552 63.2971 42.221745
32 89.981552 61.946121 42.894681
33 89.981552 56.651977 44.429254
34 89.981552 58.80405 44.604801
35 89.981552 67.233757 40.015216
36 89.981552 66.064356 40.423618
37 89.981552 60.200937 43.841096
38 89.981552 53.895599 45.762389
39 89.981552 58.991983 44.288185
40 89.981552 63.689204 41.303753
41 89.981552 52.72391 45.97331
42 89.981552 57.131778 45.048222
43 89.981552 67.442031 39.988998
44 89.981552 70.809651 37.686893
45 89.981552 50.264379 46.954844
46 89.981552 65.73163 40.838296
47 89.981552 61.989689 43.04945
48 89.981552 62.87361 42.83569
49 89.981552 63.186736 42.573314
50 89.981552 59.329338 44.131375
