gen best mean std
0 20.996113 -2.833085 5.012774
1 30.747727 13.183486 10.997935
2 38.546375 13.252472 12.378392
3 47.895207 17.896114 16.063824
4 47.551111 24.721858 18.088724
5 48.638708 28.105946 17.710716
6 66.31642 30.67076 21.271434
7 66.31642 35.233833 25.685943
8 66.31642 48.177236 28.243903
9 66.31642 35.10092 29.580324
10 66.31642 40.695943 29.901962
11 66.31642 44.087598 29.283379
12 66.31642 42.577571 30.352064
13 66.31642 39.097784 30.864444
14 66.31642 39.467909 30.421381
15 66.31642 37.293822 30.208788
16 66.31642 40.581576 30.45875
17 66.31642 35.06269 31.892317
18 66.31642 35.048129 30.351132
19 66.31642 37.848856 31.177143
20 66.31642 35.63584 30.503225
21 66.31642 42.177436 31.163788
22 66.31642 41.67527 29.58032
23 66.31642 39.263828 29.885069
24 66.31642 37.125424 29.950186
25 66.31642 39.633721 30.98107
26 66.31642 43.122019 29.433986
27 66.31642 42.836275 30.219785
28 66.31642 40.701544 30.386906
29 66.31642 38.174077 30.133669
30 66.31642 32.708659 31.0254
31 66.31642 38.133801 30.535322
32 66.31642 41.568838 30.231916
33 66.31642 38.136015 29.806294
34 66.31642 35.58037 30.291437
35 66.31642 41.550044 31.539791
36 66.31642 39.196503 29.584465
37 66.31642 40.283142 30.614861
38 66.31642 32.326657 31.422691
39 66.31642 33.052869 31.042818
40 66.31642 38.256191 31.145292
41 66.31642 38.625788 30.87778
42 66.31642 45.457798 30.253791
43 66.31642 34.560455 30.475254
44 66.31642 37.172744 31.107307
45 66.31642 38.5377 31.34248
46 66.31642 36.045974 31.219229
47 66.31642 43.339059 29.762897
48 66.31642 33.127311 30.728406
49 66.31642 39.185438 30.18349
50 66.31642 39.935499 29.970737
