gen best mean std
0 66.427846 -1.896557 9.147917
1 66.427846 47.535203 26.367203
2 66.427846 46.621499 25.610776
3 66.427846 47.701643 23.514331
4 66.427846 51.448748 21.014049
5 66.427846 45.842839 26.562466
6 66.427846 48.413016 26.486553
7 66.427846 50.012557 24.639586
8 66.427846 44.943515 27.192867
9 66.427846 44.132534 26.600184
10 66.427846 48.560336 23.407315
11 66.427846 50.296633 23.728844
12 66.427846 50.290829 26.524561
13 66.427846 49.710608 24.485763
14 66.443172 49.551331 22.271605
15 66.427846 42.998321 27.031263
16 66.427846 48.927019 22.941783
17 66.427846 47.956487 23.818204
18 66.427846 44.714059 24.971729
19 66.427846 50.381381 23.497399
20 66.427846 51.819724 25.089026
21 66.427846 43.711624 26.955382
22 66.427846 45.060818 24.497486
23 66.427846 46.858824 27.055953
24 66.427846 50.196516 23.152757
25 66.427846 49.621814 24.296625
26 66.427846 49.613472 24.34157
27 66.427846 50.894708 24.104363
28 66.427846 45.128566 27.400313
29 66.427846 45.940584 24.324858
30 66.427846 48.791484 25.416776
31 66.427846 48.62455 24.637244
32 66.427846 44.922032 26.515238
33 66.427846 47.480942 26.09
34 66.427846 48.621932 22.350947
35 66.427846 46.101931 25.302395
36 66.427846 45.196687 26.373248
37 66.427846 48.064833 23.372748
38 66.427846 46.588865 25.191247
39 66.427846 46.426037 25.093659
40 66.427846 43.429211 28.301053
41 66.427846 46.375094 25.601824
42 66.427846 53.611012 22.639567
43 66.427846 48.950427 23.875614
44 66.427846 49.529282 23.318417
45 66.427846 46.710712 26.286278
46 66.427846 45.250263 25.143334
47 66.427846 50.913832 22.546547
48 66.427846 48.570545 24.92133
49 66.427846 48.689995 23.620578
50 66.427846 50.305091 24.129035
