gen best mean std
0 65.855814 0.682813 14.507622
1 74.904175 50.442844 21.236404
2 74.904175 51.321072 23.171409
3 74.904175 49.467837 22.564759
4 74.904175 51.69532 21.153153
5 74.904175 49.737379 22.018427
6 74.904175 49.830378 22.957313
7 74.904175 51.427879 21.25154
8 74.904175 52.393652 20.994734
9 74.904175 55.439603 19.970282
10 74.904175 52.756869 22.310995
11 74.904175 52.235965 22.386958
12 74.904175 54.194158 21.982993
13 74.904175 55.279526 21.29226
14 74.904175 52.942474 22.11374
15 74.904175 56.873865 19.362174
16 74.904175 57.432193 21.122502
17 74.904175 54.555841 21.578277
18 74.904175 48.57436 22.848686
19 74.904175 56.445026 21.064505
20 85.497367 50.643533 21.598535
21 74.904175 51.606584 19.253047
22 74.904175 52.31258 22.516544
23 74.904175 49.54566 21.887381
24 74.904175 55.196846 21.782089
25 74.904175 56.80276 21.119248
26 74.904175 50.510787 22.760409
27 74.904175 52.501356 21.056827
28 74.904175 50.523921 22.130815
29 74.904175 57.512392 20.262434
30 74.904175 50.082761 21.928473
31 74.904175 51.15878 22.272518
32 74.904175 50.634711 22.287153
33 74.904175 50.785363 22.123611
34 74.904175 51.788574 21.71328
35 74.904175 54.826755 20.780634
36 74.904175 53.39061 20.430977
37 74.904175 54.11247 21.098611
38 74.904175 51.177613 22.756581
39 74.904175 50.79922 22.373431
40 74.904175 50.620063 20.856983
41 74.904175 50.521559 20.065787
42 74.904175 54.021361 20.746229
43 74.904175 51.622108 22.813652
44 74.904175 55.181856 19.83023
45 74.904175 54.55213 23.724641
46 74.904175 54.8148 21.185616
47 74.904175 52.046086 20.553185
48 74.904175 49.901417 21.470959
49 74.904175 53.75271 20.60375
50 74.904175 55.004439 20.410816
