gen best mean std
0 75.319827 5.931288 22.336552
1 75.319827 49.05872 25.926815
2 75.319827 57.358636 16.835853
3 75.319827 57.28755 17.87322
4 75.319827 59.700327 16.469929
5 75.319827 61.035268 18.323137
6 75.319827 59.066468 18.389548
7 75.319827 58.447749 18.967718
8 75.319827 58.184563 17.382369
9 75.319827 57.184721 18.308205
10 75.319827 58.549051 17.952862
11 75.319827 61.216493 16.720385
12 75.319827 58.453255 18.742966
13 75.319827 58.878672 15.276095
14 75.319827 58.161507 17.961063
15 75.319827 55.754509 17.678472
16 75.319827 59.773591 18.975687
17 75.319827 58.808061 18.332724
18 75.319827 62.191597 14.959364
19 75.319827 63.007886 16.06307
20 75.319827 58.176125 16.775711
21 75.319827 61.387635 14.450349
22 75.319827 57.273176 17.649222
23 75.319827 61.394639 15.095414
24 75.319827 58.989005 17.168843
25 75.319827 58.627971 18.425516
26 75.319827 60.319198 16.695621
27 75.319827 61.948103 16.567936
28 75.319827 61.401618 15.86859
29 75.319827 58.885085 16.501236
30 75.319827 58.440007 16.153735
31 75.319827 62.026744 15.418875
32 75.319827 61.573447 15.258914
33 75.319827 57.015598 19.528321
34 75.319827 56.035006 17.708702
35 75.319827 60.500541 16.806704
36 75.319827 58.441051 16.254526
37 75.319827 56.021287 16.931095
38 75.319827 58.446916 16.879596
39 75.319827 60.510119 17.834487
40 75.319827 60.601953 17.873769
41 75.319827 61.216461 15.295081
42 75.319827 54.765461 18.782791
43 75.319827 55.494624 18.637704
44 75.319827 58.550864 18.35542
45 75.319827 56.030219 20.425464
46 75.319827 57.388392 19.730521
47 75.319827 58.877232 15.703139
48 75.319827 56.915826 18.186129
49 75.319827 59.867982 15.337401
50 75.319827 58.888988 18.044685
