gen best mean std
0 86.032306 1.660169 16.280353
1 84.32034 7.724923 18.721906
2 86.453109 18.006674 24.180165
3 86.452306 22.076734 26.435133
4 86.272306 31.58251 32.766395
5 87.352306 32.8524 31.530949
6 87.352306 47.985459 33.204087
7 86.572306 44.849956 34.923033
8 88.493913 46.706225 33.634286
9 88.493913 52.421737 35.368172
10 88.493109 45.266098 37.066372
11 88.493109 54.786573 35.94889
12 88.493109 50.757915 38.295814
13 88.493109 45.73048 37.435586
14 88.493109 45.073437 36.104192
15 88.493109 50.121211 36.850737
16 88.493109 48.96848 38.220812
17 88.493109 40.728504 36.452087
18 88.554717 42.923092 36.569185
19 88.554717 48.948104 37.037633
20 88.554717 40.262662 33.721462
21 88.554717 50.390377 35.061114
22 88.554717 54.643079 34.454945
23 88.554717 46.203891 36.882965
24 88.613109 49.589318 37.354733
25 88.613109 49.572393 36.855348
26 88.673109 52.221982 36.282927
27 89.066457 45.652069 35.352614
28 88.673109 49.802122 37.027635
29 88.673109 42.45311 35.289386
30 88.733109 51.143532 34.339955
31 88.733109 48.757488 35.002844
32 88.733109 58.349063 33.20362
33 88.733109 55.82661 35.454775
34 88.733109 48.928343 36.003377
35 88.733109 50.127799 35.290641
36 88.733109 47.33569 31.824551
37 88.733109 50.982663 34.149903
38 88.733109 43.19506 33.25476
39 88.733109 50.149658 33.941104
40 88.733109 52.446446 33.847386
41 88.733109 52.287878 31.709702
42 88.733109 52.461176 33.059892
43 88.733109 48.305921 33.713128
44 88.793109 52.226597 31.394489
45 88.733109 49.620839 31.969954
46 88.733109 42.169179 29.796114
47 88.793109 47.571418 30.741865
48 88.793109 43.473779 29.986559
49 88.733109 44.137252 28.732272
50 88.733109 42.417521 27.979494
