gen best mean std
0 87.139358 1.513512 19.202063
1 91.143246 19.424267 34.36325
2 92.01289 28.290791 37.501958
3 89.163229 41.005498 40.962064
4 90.986602 47.157775 39.956651
5 91.433548 54.630314 38.996753
6 91.962264 51.280424 38.135218
7 92.252828 55.867173 38.130957
8 92.252828 58.492147 37.206698
9 92.252828 51.522694 37.063407
10 92.436168 55.331104 35.854153
11 92.252828 50.452622 34.751039
12 92.252828 53.348859 35.670643
13 92.734253 55.365746 36.082743
14 92.734253 56.466873 38.197459
15 92.734253 51.061465 38.282484
16 92.734253 56.609441 37.015124
17 92.734253 57.474903 35.594331
18 92.734253 54.513601 34.37349
19 92.734253 57.558102 36.567987
20 92.734253 57.333364 36.068988
21 92.734253 57.647305 32.697225
22 92.734253 62.98514 33.671998
23 92.734253 60.321848 35.522306
24 92.734253 65.023626 34.336111
25 92.734253 66.113528 34.324961
26 92.734253 65.354712 34.519265
27 92.734253 62.467732 34.858317
28 92.734253 67.33913 34.352867
29 92.734253 66.456633 33.453154
30 92.734253 68.03394 31.563173
31 92.734253 65.771963 30.160491
32 92.734253 70.023298 30.434203
33 92.734253 74.685692 28.443677
34 92.734253 68.586489 33.235044
35 92.734253 74.652596 28.521118
36 92.734253 74.978031 26.336148
37 92.734253 71.255041 29.553239
38 92.734253 71.343552 28.842501
39 92.734253 74.651258 26.203678
40 92.734253 79.591728 22.425883
41 92.734253 74.539143 25.458692
42 92.734253 77.019333 25.375042
43 92.734253 76.279546 24.82773
44 92.734253 80.610734 20.019276
45 92.734253 75.315621 23.748055
46 92.734253 76.821797 23.868421
47 92.734253 78.088717 21.132052
48 92.734253 79.241368 20.830236
49 92.734253 79.780821 19.297999
50 92.734253 80.147703 19.026302
