gen best mean std
0 89.239361 4.067877 24.428844
1 91.459688 83.915634 18.182093
2 91.459688 88.622759 1.950546
3 91.459688 80.773033 20.083294
4 91.459688 79.714659 21.303241
5 91.459688 82.507904 18.88091
6 91.459688 79.343392 21.790133
7 91.459688 78.104022 24.705424
8 91.459688 80.456284 20.717213
9 91.459688 78.679391 23.199959
10 91.459688 78.023585 22.357019
11 91.459688 76.899692 25.619855
12 91.459688 79.802083 21.728863
13 91.913025 77.980772 24.096919
14 91.913025 75.875962 23.459916
15 92.119688 77.13132 25.034111
16 92.403229 74.708339 25.273654
17 92.403229 81.124562 19.987772
18 92.403229 76.790341 25.879139
19 92.403229 77.661345 26.813783
20 92.403229 79.97287 26.664666
21 92.403229 73.908572 30.776622
22 92.403229 72.633261 32.049652
23 92.403229 78.163954 28.203792
24 92.403229 73.544297 30.970177
25 92.403229 63.323195 34.710159
26 92.403229 77.815048 28.344323
27 92.403229 70.642852 32.628197
28 92.403229 76.675907 29.118598
29 92.403229 76.463749 29.379132
30 92.403229 78.20917 27.984856
31 92.403229 70.10877 33.016859
32 92.403229 72.694898 31.843426
33 92.403229 77.313876 28.955162
34 92.403229 79.104661 27.662622
35 92.403229 74.401211 30.683751
36 92.403229 74.494549 30.601343
37 92.403229 74.382993 30.733346
38 92.403229 70.198301 32.872986
39 92.403229 72.124901 32.001932
40 92.403229 78.692169 27.758586
41 92.403229 77.928506 28.624853
42 92.403229 81.399744 25.317171
43 92.403229 76.356674 29.559234
44 92.403229 80.087228 26.67259
45 92.403229 78.847355 27.542154
46 92.403229 81.400563 25.681696
47 92.403229 78.517973 28.038349
48 92.403229 73.758968 30.990111
49 92.403229 72.782211 31.621212
50 92.403229 75.190082 30.365657
