gen best mean std
0 87.148118 3.983523 24.781388
1 87.196175 74.803834 29.74315
2 87.525869 77.618437 26.658974
3 87.61004 73.467189 31.292308
4 87.61004 66.047911 36.690754
5 87.616175 64.510642 38.860981
6 87.61004 74.835418 30.791226
7 87.61004 71.054547 34.410324
8 87.61004 72.700462 32.270865
9 87.61004 78.444178 26.385702
10 87.61004 74.808426 30.751937
11 87.61004 73.10998 31.39845
12 87.61004 71.692163 33.89501
13 87.61004 75.456252 29.400504
14 87.61004 75.976136 29.058239
15 87.720907 76.342613 29.54172
16 87.720907 69.498581 34.673282
17 89.294823 69.189598 36.279897
18 89.294823 72.793136 33.438432
19 89.294823 70.572612 34.048737
20 89.294823 73.366342 33.311987
21 89.294823 70.368892 36.384844
22 89.294823 74.620723 32.537887
23 89.294823 74.736265 32.76083
24 89.294823 71.614166 34.833701
25 89.294823 71.501291 34.652097
26 89.294823 67.509828 37.058744
27 90.55004 76.207441 30.911097
28 90.55004 70.446922 35.178658
29 91.753573 67.357401 37.820885
30 91.753573 74.241229 34.496959
31 92.985064 75.391847 30.439832
32 92.985064 68.380954 39.184565
33 92.985064 70.837417 35.387476
34 92.985064 75.292227 29.553719
35 92.985064 69.259366 33.966356
36 92.985064 66.179038 36.596557
37 92.985064 72.894697 29.432497
38 92.985064 71.013633 34.908991
39 92.985064 72.929284 31.654424
40 92.985064 64.434085 39.831039
41 92.985064 73.453172 33.092152
42 92.985064 67.137146 34.703868
43 92.985064 75.202904 29.491326
44 92.985064 66.425128 37.865093
45 92.985064 72.128615 32.950852
46 92.985064 75.640172 30.369977
47 92.985064 70.879893 33.303226
48 92.985064 66.053776 36.866451
49 92.985064 67.595612 34.793547
50 92.985064 72.601851 34.569741
