gen best mean std
0 87.407638 3.40282 19.594828
1 90.368118 71.606743 24.781161
2 90.368118 76.281469 17.164876
3 90.368118 76.807486 18.396384
4 90.368118 72.553032 18.583042
5 90.368118 75.851189 18.866374
6 90.368118 76.492408 17.390806
7 90.971054 78.849018 15.806622
8 90.971054 76.158067 16.686562
9 90.971054 71.890437 21.911718
10 90.971054 72.070691 18.864319
11 90.971054 66.427188 22.867426
12 90.971054 72.507754 19.81851
13 90.971054 63.836891 20.594525
14 90.971054 67.82382 20.539431
15 90.971054 67.562772 21.361666
16 90.971054 64.764987 23.449093
17 90.971054 59.474382 24.186576
18 90.971054 58.769051 21.729533
19 90.971054 58.421692 24.613526
20 90.971054 69.18405 23.613538
21 90.971054 58.297387 21.937041
22 90.971054 60.272158 22.862889
23 90.971054 63.892927 23.263666
24 90.971054 63.760435 23.842217
25 90.971054 63.021949 20.638592
26 90.971054 58.620189 22.318995
27 90.971054 64.99297 21.605052
28 90.971054 60.571083 23.329215
29 90.971054 65.832765 23.010504
30 90.971054 59.544962 23.099592
31 90.971054 61.186939 21.203988
32 90.971054 62.275729 23.021518
33 90.971054 61.266184 21.773405
34 90.971054 56.904602 23.140097
35 90.971054 56.277974 22.327958
36 90.971054 62.47963 23.416024
37 90.971054 65.407569 23.868241
38 90.971054 60.591374 23.928197
39 90.971054 61.82875 23.02876
40 90.971054 59.842294 22.788502
41 90.971054 63.343101 21.512921
42 90.971054 61.840635 20.979052
43 90.971054 59.27883 23.761055
44 90.971054 62.732466 23.123281
45 90.971054 62.875955 23.111721
46 90.971054 63.053584 22.425665
47 90.971054 66.413379 22.515663
48 90.971054 57.870522 24.174654
49 90.971054 61.181922 23.153675
50 90.971054 60.70078 21.133408
