gen best mean std
0 30.386872 -0.346133 9.110157
1 86.333109 27.137796 13.162089
2 86.333109 34.119863 29.512618
3 86.333109 59.482331 36.352662
4 86.333109 64.183574 34.680845
5 86.333109 66.479544 33.869583
6 86.333109 58.264844 37.209195
7 86.365765 64.477999 34.672856
8 86.365765 58.972288 36.02015
9 86.699778 54.685522 37.956397
10 86.699778 61.364292 34.93881
11 86.699778 56.273917 36.875842
12 86.699778 63.534392 35.041898
13 86.699778 66.142747 32.891018
14 86.699778 67.99109 32.895525
15 86.699778 56.956587 38.476703
16 86.699778 69.026408 30.828123
17 86.699778 65.583802 34.045464
18 86.699778 69.582993 31.287967
19 86.699778 69.718664 31.635744
20 86.699778 69.849134 31.079968
21 86.699778 65.046665 34.1499
22 86.699778 59.055354 36.499591
23 86.699778 65.621446 32.378001
24 86.699778 63.345652 34.690955
25 86.699778 65.206926 34.744012
26 86.699778 62.864495 34.993261
27 87.000067 65.843034 35.138519
28 87.000067 58.047353 38.825983
29 87.000067 63.776443 35.743335
30 87.000067 65.497335 33.054481
31 87.000067 63.536909 36.011741
32 87.000067 71.594947 30.459213
33 87.000067 64.691642 35.79301
34 87.000067 57.142593 37.231011
35 87.000067 68.355381 32.055979
36 87.000067 67.373816 33.446509
37 87.000067 70.313986 30.503586
38 87.000067 67.405636 34.131442
39 87.000067 65.415215 34.234257
40 87.000067 64.659936 35.747401
41 87.000067 66.685167 34.376107
42 87.000067 59.755858 36.698414
43 87.000067 64.548316 35.2553
44 87.000067 58.650675 38.517749
45 87.000067 63.06765 34.85336
46 87.000067 66.903629 33.223969
47 87.000067 55.009964 38.312467
48 87.000067 58.411395 37.094663
49 87.000067 66.231731 34.507822
50 87.000067 61.692756 38.118113
