gen best mean std
0 39.253797 -0.504029 10.974396
1 48.049357 30.39262 16.989819
2 48.049357 36.522618 16.829845
3 48.105597 36.312267 15.995174
4 56.884108 38.012722 16.107312
5 56.917781 32.063604 19.072069
6 56.962129 44.550167 21.601916
7 56.917781 48.461235 20.445889
8 56.917781 51.102459 16.382904
9 56.917781 44.150425 23.926539
10 56.917781 44.615726 23.257809
11 56.917781 44.68287 23.23489
12 56.917781 44.777085 22.596568
13 56.917781 48.074736 20.801512
14 56.917781 48.526696 20.210021
15 56.917781 47.594015 20.605299
16 56.917781 46.111861 22.365871
17 56.917781 46.844265 21.372383
18 56.917781 48.692494 19.93752
19 84.08034 49.796425 18.135871
20 86.333109 46.007183 26.286087
21 86.529025 59.897208 33.580718
22 86.333109 60.609468 35.248198
23 86.333109 64.873594 32.771715
24 86.333109 67.038997 31.926792
25 86.333109 60.533156 34.798776
26 86.333109 62.162195 33.636258
27 86.333109 64.800952 33.98094
28 86.572306 65.46426 32.215052
29 86.572306 60.011601 35.906948
30 89.432881 57.96937 36.053481
31 86.572306 54.223102 35.297001
32 86.572306 67.3604 28.824702
33 86.572306 54.302041 33.548896
34 86.572306 58.973122 33.02602
35 86.572306 65.528508 31.817008
36 86.572306 56.973546 34.874265
37 86.572306 63.474132 32.618872
38 86.572306 62.390689 30.922633
39 86.572306 57.505683 34.067859
40 86.572306 63.473195 32.373352
41 86.572306 63.291674 30.95901
42 86.572306 61.138215 32.62583
43 86.572306 60.990944 34.58011
44 86.812306 65.443848 30.2655
45 86.812306 61.834353 32.456512
46 87.499626 56.032576 35.810159
47 87.499626 55.840871 32.741606
48 87.499626 56.031843 35.16428
49 87.499626 64.05204 32.554571
50 87.499626 59.162843 37.626911
