gen best mean std
0 35.525946 -2.392268 10.056044
1 42.562796 4.609513 17.324757
2 42.562796 7.806528 17.307446
3 42.562796 4.724843 17.274034
4 42.650106 8.770121 19.007328
5 42.676556 9.868817 19.754115
6 42.676556 7.490974 18.36529
7 42.676556 11.969413 21.805121
8 42.676556 11.167668 20.093853
9 42.676556 7.756455 18.160421
10 42.676556 11.573741 21.146407
11 42.676556 14.484929 21.550352
12 42.676556 12.382899 21.279732
13 52.334517 14.472422 22.304384
14 52.334517 16.140675 22.789807
15 52.408055 10.898617 23.41281
16 52.408055 16.803877 25.574296
17 54.853208 15.315345 23.112112
18 54.853208 15.569186 25.325269
19 54.853208 11.905607 23.452506
20 56.195249 12.886339 24.168381
21 56.195249 19.218707 25.00517
22 56.195249 16.72269 22.79122
23 56.195249 15.459655 25.384518
24 56.195249 17.012492 24.897136
25 56.195249 18.370747 26.355367
26 56.195249 17.665679 24.490132
27 56.195249 19.806808 25.87571
28 56.195249 17.704043 25.682732
29 56.195249 20.126369 25.894781
30 56.195249 18.382445 23.877077
31 56.195249 16.463409 23.720192
32 56.195249 19.922736 23.772469
33 56.195249 20.608531 23.324058
34 56.195249 18.518147 24.8504
35 56.195249 22.80654 23.12193
36 56.195249 24.589947 25.319492
37 56.195249 21.497201 22.990799
38 56.203533 19.271564 22.814648
39 56.203533 19.599222 22.464406
40 56.203533 20.655956 23.417321
41 56.203533 22.824229 22.052836
42 56.203533 21.244711 21.509568
43 56.203533 24.223257 21.703812
44 56.203533 22.25118 21.457857
45 56.203533 24.085017 19.583084
46 56.203533 21.331045 19.35011
47 56.203533 20.259119 20.722254
48 56.203533 21.625666 19.33694
49 56.203533 23.084167 20.579009
50 56.203533 22.295194 18.530329
