gen best mean std
0 66.054579 -0.691531 13.194905
1 66.054579 17.71041 27.505569
2 66.188859 26.534481 28.783303
3 66.241098 26.102024 25.669561
4 87.013573 31.892113 27.295475
5 87.514 31.749403 25.505894
6 87.45289 32.553465 27.430719
7 84.33704 36.270358 25.963169
8 86.956175 36.642622 27.110664
9 88.146794 42.408023 24.603282
10 88.146794 38.734758 25.904696
11 89.41704 37.214549 28.496825
12 88.758708 39.099444 27.851984
13 88.819688 38.945004 27.709888
14 88.758708 31.193392 26.614626
15 88.758708 37.908623 26.65122
16 88.758708 43.333856 25.381525
17 89.186611 33.353153 27.721154
18 89.186611 38.417333 27.195156
19 89.186611 41.581929 27.05567
20 89.186611 39.775159 28.514387
21 88.842907 42.692653 27.800418
22 89.763246 41.540074 27.599983
23 89.763246 44.949912 28.855121
24 89.763246 49.686002 28.802941
25 88.842907 48.417096 30.31424
26 90.046571 46.95072 31.58263
27 90.046571 44.695607 29.942996
28 89.226794 46.240026 29.02721
29 89.238708 51.551697 27.883116
30 88.042666 49.039941 29.86731
31 87.814547 52.760687 25.332526
32 89.335505 45.986755 29.639624
33 88.819688 48.306101 30.339141
34 88.581683 54.728678 27.542571
35 88.863246 51.350886 25.93013
36 88.75704 50.277622 25.497013
37 88.819688 48.392005 28.69965
38 89.366611 49.280518 29.143497
39 89.163229 46.544399 27.630828
40 88.561921 55.842617 27.914725
41 88.69704 60.111221 28.493937
42 89.131054 53.720213 27.827119
43 88.391732 45.479638 28.476776
44 88.39704 52.89223 24.871537
45 88.472892 53.147921 27.563867
46 88.57004 53.677376 23.678393
47 89.23004 55.724696 25.44633
48 89.898708 56.314951 25.211066
49 90.088142 59.543914 23.470257
50 89.4239 63.503571 24.280616
