gen best mean std
0 87.514 2.569227 21.883153
1 87.514 69.482835 34.216109
2 88.93704 71.733041 32.800612
3 90.22363 73.43735 31.099671
4 88.93704 66.561919 36.504869
5 90.158539 60.090592 41.683455
6 90.158539 76.316719 31.033391
7 90.158539 80.418678 26.682089
8 90.158539 73.001663 34.782787
9 90.158539 72.505024 33.93183
10 90.158539 77.365027 31.032486
11 90.158539 76.004613 32.193055
12 90.158539 78.236259 29.744556
13 90.293548 75.597658 32.538486
14 90.158539 77.182971 30.256489
15 90.158539 77.43546 29.542008
16 90.158539 74.959588 33.18763
17 90.158539 65.677234 39.831614
18 90.158539 78.021969 29.930441
19 90.158539 79.289378 28.147274
20 90.158539 74.319869 33.564021
21 90.158539 79.768929 27.152777
22 90.158539 75.644952 32.839315
23 90.158539 73.420086 34.655206
24 90.158539 77.785482 29.289502
25 90.158539 75.709881 31.57896
26 91.122264 77.5601 30.467795
27 90.158539 75.321784 32.484941
28 90.158539 78.510288 28.582892
29 90.158539 77.694084 30.172089
30 90.158539 83.236559 23.142774
31 90.158539 80.452714 26.571094
32 90.158539 76.182764 32.199081
33 90.158539 80.233871 27.38007
34 90.158539 77.489264 31.46223
35 90.158539 77.23668 31.382555
36 90.158539 78.551873 29.995896
37 90.158539 81.382978 26.197168
38 90.158539 78.547603 29.66892
39 90.158539 76.518877 31.392332
40 91.793548 81.824296 25.251719
41 91.793548 76.010742 32.075431
42 91.793548 73.736762 33.976531
43 91.793548 64.893363 38.723134
44 91.793548 61.879801 34.161477
45 91.793548 60.989588 31.030391
46 91.793548 62.756255 33.087425
47 91.793548 68.361586 32.59442
48 91.793548 68.981242 30.894569
49 91.793548 69.990881 31.900963
50 91.793548 56.009322 33.767052
