gen best mean std
0 30.662462 -1.352045 9.423483
1 83.967552 9.111738 18.154897
2 83.967552 13.673122 28.196195
3 83.967552 16.908299 33.692217
4 83.967552 18.543138 35.517429
5 83.967552 20.459645 33.103392
6 83.967552 16.082365 33.240841
7 83.967552 17.034712 32.921249
8 83.967552 17.125943 34.420411
9 83.967552 18.811888 33.88158
10 83.967552 21.574048 34.126295
11 83.967552 26.142838 37.167636
12 83.967552 30.300195 39.012213
13 83.967552 25.48183 37.216449
14 83.967552 31.543987 37.597041
15 83.967552 22.194849 33.758097
16 83.967552 23.242416 33.713147
17 83.967552 35.250343 38.782742
18 83.967552 25.465646 35.764221
19 83.967552 31.635179 38.155356
20 84.034582 30.698373 38.515501
21 84.034582 33.050437 39.016261
22 84.034582 29.032132 35.72975
23 84.034582 36.631792 38.732885
24 84.034582 35.831499 38.053718
25 84.034582 43.7787 38.990857
26 84.034582 27.586564 33.189181
27 84.034582 35.833417 38.678423
28 84.034582 27.827823 34.936163
29 84.034582 36.104821 37.260155
30 84.034582 33.80488 34.148802
31 84.034582 36.011317 35.629879
32 84.034582 38.650183 35.47266
33 84.034582 31.496117 35.772809
34 84.034582 29.139065 32.012866
35 84.034582 36.054133 34.699938
36 84.034582 37.657414 35.623475
37 84.034582 41.906229 34.631732
38 84.034582 38.392313 34.345754
39 84.034582 41.634792 32.025575
40 84.034582 37.376823 32.583095
41 84.034582 42.105872 33.479429
42 84.034582 41.728262 31.979914
43 84.034582 38.036672 34.085148
44 84.034582 43.148932 28.501007
45 84.034582 37.6667 30.823419
46 84.034582 40.12631 31.414424
47 84.034582 42.297773 32.193244
48 84.034582 36.807333 28.025762
49 84.034582 34.158454 25.908259
50 84.034582 43.333015 29.245312
