gen best mean std
0 85.622981 0.393761 15.117807
1 85.622981 53.019077 33.068339
2 85.622981 64.459579 30.950642
3 86.333109 64.130957 29.428781
4 86.333109 54.446249 37.361457
5 86.333109 54.670445 37.014146
6 86.333109 63.115423 33.599727
7 86.333109 65.279733 33.271896
8 86.333109 64.962887 32.661663
9 86.333109 68.248643 30.783825
10 86.452306 62.916175 35.196955
11 86.452306 67.4247 31.276228
12 86.693109 59.712889 37.284813
13 86.79115 58.942096 36.690448
14 86.79115 54.660028 39.077797
15 86.79115 47.010992 40.823752
16 86.79115 53.877342 37.335337
17 86.79115 48.413791 38.144484
18 86.79115 55.02056 37.675304
19 86.79115 55.090661 36.967196
20 86.79115 44.597094 35.565178
21 86.79115 48.925785 39.042034
22 86.79115 61.575264 36.021385
23 86.79115 54.820154 36.419636
24 86.79115 54.568157 38.217823
25 86.79115 47.873843 39.076878
26 86.79115 52.507071 40.145409
27 86.79115 50.627035 36.993319
28 86.79115 53.535215 34.759087
29 86.79115 44.552335 37.616882
30 86.79115 47.811733 37.197662
31 86.79115 50.753756 39.16309
32 86.79115 54.064188 38.043152
33 86.79115 40.59177 38.038634
34 86.79115 47.981154 36.769337
35 86.79115 49.387719 38.05959
36 86.79115 43.708812 36.963171
37 86.79115 54.753609 37.407134
38 86.79115 52.328758 37.191794
39 86.79115 49.01481 39.066105
40 86.79115 55.454349 36.310236
41 86.79115 50.870486 37.1964
42 86.79115 45.729639 36.473955
43 86.79115 50.326089 37.585201
44 86.79115 50.208951 39.31094
45 86.79115 50.845744 37.437837
46 86.79115 51.315791 38.077729
47 86.79115 51.840102 36.800565
48 86.79115 51.631769 38.586584
49 86.79115 49.811698 38.788175
50 86.79115 54.304035 37.835119
