gen best mean std
0 66.054579 -0.679416 14.817716
1 75.309641 19.131102 26.717783
2 75.470571 13.65255 25.033978
3 86.632977 17.05869 28.217882
4 86.632977 12.037373 25.31628
5 86.632977 14.207014 25.47899
6 86.632977 20.451665 31.795788
7 86.632977 21.629861 33.047991
8 86.632977 23.091692 34.895966
9 86.632977 20.91993 33.934014
10 86.632977 24.50067 35.901091
11 86.632977 23.762754 33.717999
12 86.632977 35.125689 39.10745
13 86.632977 26.903745 35.283431
14 86.632977 31.760425 37.359207
15 86.632977 38.730726 39.743949
16 86.632977 34.060629 39.736097
17 86.632977 37.818803 38.840515
18 86.632977 37.053319 38.002093
19 86.632977 38.176936 39.877376
20 86.632977 34.011653 38.224475
21 86.632977 44.333351 41.058668
22 86.632977 41.630304 39.463861
23 86.632977 48.232901 38.069797
24 86.632977 48.939048 38.945478
25 86.632977 47.073912 38.261213
26 86.632977 44.512826 40.287895
27 86.632977 49.556169 37.702885
28 86.632977 47.097422 38.38685
29 86.632977 46.242173 38.246861
30 86.632977 55.664474 38.434
31 86.632977 56.044733 36.38688
32 86.632977 53.212623 36.66899
33 86.632977 60.965982 34.141789
34 86.632977 56.642318 35.372985
35 86.632977 55.984355 36.14925
36 86.632977 59.492579 34.396812
37 86.632977 65.07505 31.152553
38 86.632977 64.129795 30.500115
39 86.632977 60.33467 33.58797
40 86.632977 60.31643 32.899162
41 86.632977 66.160585 29.68863
42 86.632977 70.690985 25.500908
43 86.632977 65.386809 27.95178
44 86.632977 67.568612 26.529269
45 86.632977 71.529758 21.901938
46 86.632977 71.869439 22.744044
47 86.632977 73.061553 17.71727
48 86.632977 75.213843 10.343106
49 86.632977 73.451489 17.75769
50 86.632977 75.060904 8.384941
