gen best mean std
0 89.879745 8.115206 29.765663
1 91.683942 25.770437 37.716283
2 89.943229 47.409533 41.275123
3 89.943229 44.79927 41.32055
4 91.166602 44.092804 39.831885
5 90.686285 54.878806 39.855559
6 90.806602 56.581455 38.585153
7 90.226571 55.032156 36.5184
8 90.866611 54.925949 37.351084
9 92.426285 57.598027 36.325147
10 92.426285 56.786637 37.988002
11 92.426285 57.838825 36.193205
12 92.426285 57.71404 38.361731
13 92.426285 50.238006 40.231304
14 92.426285 60.591152 36.314757
15 92.426285 55.659966 39.422453
16 92.426285 58.426076 38.124633
17 92.426285 63.257251 36.789679
18 92.426285 68.710443 33.982255
19 92.426285 66.875274 36.483483
20 92.426285 74.945824 31.532927
21 92.426285 77.15824 29.271109
22 92.426285 67.317683 35.983494
23 92.426285 74.601559 31.051786
24 92.426285 71.589814 34.496022
25 92.426285 68.98329 35.077545
26 92.426285 66.63869 35.963293
27 92.426285 73.958418 31.653906
28 92.426285 69.391243 35.04255
29 92.426285 72.684075 33.432259
30 92.426285 75.335506 31.722407
31 92.426285 77.059895 29.947574
32 92.426285 78.799398 28.90382
33 92.426285 79.958328 26.644281
34 92.426285 78.33218 28.946727
35 92.426285 79.896007 26.42108
36 92.426285 78.450525 27.901506
37 92.426285 83.918589 22.380212
38 92.426285 80.690837 26.632911
39 92.426285 78.043517 29.903607
40 92.426285 88.005722 15.653203
41 92.426285 86.377834 17.843633
42 92.426285 85.385345 19.747817
43 92.426285 88.355982 14.347851
44 92.426285 87.56174 16.141382
45 92.426285 87.217774 16.564336
46 92.426285 87.45545 17.723307
47 92.426285 89.71163 11.082766
48 92.426285 89.644713 11.752463
49 92.426285 90.505143 8.769123
50 92.426285 91.204888 0.533581
