gen best mean std
0 88.437882 6.006673 25.910307
1 88.437882 61.202158 38.637724
2 88.437882 72.410459 29.114664
3 90.854823 77.056879 24.175244
4 90.866611 75.009209 26.725699
5 88.437882 75.404679 24.394511
6 88.437882 72.456844 28.642984
7 88.437882 72.53244 28.32498
8 88.437882 72.777033 29.197886
9 90.866611 73.941726 28.120295
10 90.866611 64.869907 37.294773
11 90.866611 59.957525 38.790145
12 90.866611 60.738173 36.952549
13 90.866611 69.071625 32.744246
14 90.866611 60.144238 32.511036
15 90.866611 65.075235 33.704088
16 90.866611 63.545454 35.201067
17 90.866611 60.39225 36.984207
18 90.866611 67.496605 32.376969
19 90.866611 70.537752 32.400143
20 90.866611 62.514401 35.644268
21 90.866611 64.808976 33.860391
22 90.866611 58.657253 34.963191
23 90.866611 54.45708 38.025422
24 90.866611 58.782285 38.896752
25 90.866611 59.67179 37.584658
26 90.866611 52.344796 37.16608
27 90.866611 56.974077 35.549629
28 90.866611 65.170117 36.361153
29 91.106611 60.582668 36.062078
30 90.866611 62.068647 36.204706
31 90.866611 60.361556 36.729592
32 90.866611 56.783631 39.235701
33 90.866611 62.294099 37.68607
34 90.866611 59.869731 36.106307
35 90.866611 66.668646 33.19785
36 90.866611 63.11318 36.1351
37 90.866611 60.943 35.13697
38 90.866611 60.237985 33.834815
39 90.866611 60.632013 34.230745
40 90.914823 62.62396 37.161697
41 90.914823 65.532539 34.53773
42 90.914823 68.698576 35.572613
43 90.914823 80.15171 26.323319
44 90.914823 73.607979 33.623313
45 91.488533 78.206205 29.220796
46 91.488533 75.535665 32.051175
47 92.113561 68.281903 38.217671
48 92.113561 75.238394 33.929217
49 92.113561 74.27115 35.18989
50 92.113561 76.478812 33.690986
