gen best mean std
0 40.256869 -1.904306 9.129609
1 40.256869 -2.212403 10.629375
2 40.256869 -1.77817 12.147581
3 40.256869 -0.909893 12.868186
4 48.989995 1.11539 16.899811
5 48.989995 1.5004 16.258395
6 48.989995 4.57051 18.532274
7 49.304275 5.578647 20.028783
8 77.346845 7.590743 22.080375
9 77.346845 9.774739 28.459958
10 78.390316 16.971098 34.196528
11 78.390316 23.107673 35.526063
12 78.390316 16.827985 33.894994
13 78.398013 22.90711 37.503819
14 78.398013 22.897492 36.673241
15 78.398013 27.869487 37.249148
16 78.398013 23.096475 36.495093
17 78.398013 26.61346 38.457552
18 78.398013 16.625854 33.520845
19 78.398013 28.912335 37.6772
20 78.442534 27.695889 35.241875
21 78.442534 37.310969 38.5869
22 78.442534 32.632889 37.191931
23 78.442534 29.62336 38.607041
24 78.442534 34.157241 39.657889
25 78.442534 41.07897 37.542677
26 78.442534 38.919231 38.611984
27 78.442534 35.468161 37.214975
28 78.442534 37.62678 36.288277
29 78.442534 37.060008 37.31117
30 78.442534 35.048952 37.396412
31 78.442534 39.645311 38.340633
32 78.442534 46.875169 36.628575
33 78.442534 46.258873 34.330885
34 78.442534 38.264665 34.274923
35 78.442534 48.413351 32.795875
36 78.469954 50.476195 30.661094
37 78.469954 49.712956 33.916349
38 78.469954 51.912129 30.805182
39 78.469954 49.888972 33.390319
40 78.469954 50.799209 31.741953
41 78.469954 58.254334 24.876651
42 78.469954 47.813807 32.474396
43 78.469954 56.214781 24.470497
44 78.469954 61.026227 21.952649
45 78.469954 59.427377 25.16007
46 78.469954 62.109954 23.248702
47 78.469954 61.678651 21.147172
48 78.469954 62.989048 18.902245
49 78.426024 59.519749 19.705384
50 78.34554 63.233599 12.260816
