gen best mean std
0 30.486571 -0.005796 10.636684
1 74.901926 6.738155 15.478634
2 74.901926 12.973699 26.61102
3 74.904175 15.880227 29.811226
4 74.904175 17.035704 30.575441
5 74.904175 16.328999 28.979333
6 74.904175 18.556324 31.140308
7 83.967552 16.597054 31.445171
8 83.967552 15.716696 29.899569
9 83.967552 17.963745 31.742608
10 83.967552 23.055128 36.133946
11 83.967552 23.419314 36.699436
12 83.967552 24.242331 38.051332
13 83.967552 25.865972 35.894621
14 83.967552 23.977137 35.610534
15 83.967552 20.878265 32.971431
16 83.967552 25.677287 35.844279
17 83.967552 27.510514 32.545364
18 83.967552 25.587174 34.16114
19 83.967552 35.948424 37.634044
20 83.967552 27.858257 37.101239
21 83.967552 31.453571 34.999974
22 83.967552 31.291311 34.733618
