gen best mean std
0 39.222348 -0.804078 9.559311
1 39.323246 29.559327 16.128943
2 56.957367 30.403468 15.626475
3 56.957367 33.104554 14.089153
4 65.811736 39.959109 20.603003
5 85.480277 53.87075 20.440147
6 65.811736 55.111745 20.836737
7 65.811736 51.075515 25.694497
8 84.08034 53.311567 24.469835
9 84.139464 51.541936 27.159746
10 86.333109 65.287125 31.206981
11 86.333109 64.521379 33.613117
12 86.333109 60.207904 35.902173
13 86.333109 59.076074 36.882662
14 86.333109 63.169268 36.179269
15 86.333109 67.688926 32.842449
16 86.333109 62.195017 34.857415
17 86.333109 63.817188 32.698175
18 86.333109 61.187039 34.273722
19 86.333109 64.533255 34.449696
20 86.333109 64.409465 34.291888
21 86.333109 59.923926 36.923192
22 86.333109 66.574309 34.185038
23 86.333109 62.703076 35.188088
24 86.333109 67.8676 33.280194
25 86.333109 57.711506 37.320457
26 86.333109 64.162093 34.381267
27 86.333109 64.065371 33.650435
28 86.333109 58.668958 36.34737
29 86.333109 60.766609 35.982138
30 86.333109 65.485552 34.409902
31 86.333109 64.141938 34.472197
32 86.333109 63.788914 35.226658
33 86.333109 68.968748 31.040448
34 86.333109 53.748141 38.667724
35 86.333109 65.55247 34.957328
36 86.333109 65.769768 33.413419
37 86.333109 65.55796 34.769369
38 86.333109 64.577792 34.558786
39 86.430209 69.523111 32.375505
40 86.333109 58.246066 37.027436
41 86.674936 63.798103 36.044426
42 86.674936 56.315095 37.409549
43 86.863455 64.631234 35.606394
44 86.863455 54.374579 36.998461
45 86.863455 63.196179 33.435556
46 86.863455 55.818163 37.521259
47 86.863455 54.324395 37.56745
48 86.863455 57.793995 36.415486
49 86.863455 62.718821 34.671164
50 87.352306 56.628205 36.918128
