gen best mean std
0 48.008535 -0.047206 11.596774
1 48.008535 36.699185 15.9311
2 48.008535 34.537033 17.474893
3 48.008535 36.367594 15.952079
4 48.008535 35.077068 17.473032
5 56.732799 35.408924 18.966911
6 65.581635 35.253758 19.475258
7 65.581635 34.579801 23.43056
8 74.305438 44.750015 28.951539
9 87.989304 56.726205 27.026777
10 87.989304 55.930664 29.808317
11 87.989304 48.916124 33.082723
12 87.989304 50.295341 39.151933
13 87.989304 45.634083 40.763861
14 87.989304 45.773217 41.255718
15 87.989304 44.272631 41.403514
16 87.989304 44.869437 40.452273
17 87.989304 50.643333 40.618354
18 87.989304 53.303166 40.60084
19 87.989304 41.482228 40.493567
20 87.989304 39.000431 40.062053
21 87.989304 45.039474 41.101672
22 87.989304 49.990216 39.447376
23 87.989304 51.166813 39.962562
24 87.989304 42.620987 42.275747
25 87.989304 46.777185 41.065348
26 87.989304 39.756238 40.847465
27 87.989304 51.046652 40.665008
28 87.989304 51.306507 40.339824
29 87.989304 46.08422 40.911723
30 87.989304 54.388284 39.086675
31 87.989304 44.392974 41.648154
32 87.989304 46.606498 41.28494
33 87.989304 40.959018 40.212582
34 87.989304 38.654709 39.664447
35 87.989304 47.81144 40.397975
36 87.989304 42.807687 42.266311
37 87.989304 47.384387 42.046413
38 87.989304 41.434597 40.056268
39 87.989304 43.405242 40.951808
40 87.989304 47.11753 40.575606
41 87.989304 55.093192 39.724455
42 87.989304 49.55931 40.214907
43 87.989304 54.889989 39.400426
44 87.989304 50.369539 40.664818
45 87.989304 48.191061 40.72418
46 87.989304 45.458672 40.816983
47 87.989304 47.447076 40.486346
48 87.989304 51.579153 41.20007
49 87.989304 48.87695 39.767065
50 87.989304 44.873789 40.500436
