gen best mean std
0 30.241098 -2.012839 8.058529
1 66.176954 15.087965 23.605856
2 75.013548 23.381957 26.743008
3 87.499358 27.982102 30.821327
4 87.499358 12.51038 26.539409
5 87.499358 20.486248 32.108576
6 87.499358 21.114543 35.275139
7 87.499358 21.857195 36.96162
8 87.499358 18.608155 34.292274
9 87.499358 19.42508 34.176923
10 87.499358 20.875667 33.95046
11 87.499358 22.990008 37.325389
12 87.499358 22.596314 36.336921
13 87.499358 23.881554 38.121462
14 87.499358 31.529957 38.947648
15 87.499358 35.35889 41.032231
16 87.499358 28.699051 40.344147
17 87.499358 36.321311 41.379529
18 87.499358 35.317936 40.1007
19 87.499358 41.016348 40.69232
20 87.499358 42.513831 41.706535
21 87.499358 45.586646 40.761326
22 87.499358 38.50526 40.452297
23 87.499358 38.637296 40.210875
24 87.499358 44.42515 42.181398
25 87.499358 39.520316 40.686746
26 87.499358 54.353082 39.582861
27 87.499358 55.492434 39.128459
28 87.499358 55.718953 38.586719
29 87.499358 50.988888 37.861989
30 87.499358 53.908856 38.370823
31 87.499358 58.599788 37.848706
32 87.499358 59.25928 38.101552
33 87.499358 56.903304 36.516467
34 87.499358 53.977498 38.769427
35 87.499358 57.473126 35.883286
36 87.499358 51.774109 37.911718
37 87.499358 59.098084 35.445682
38 87.499358 69.74906 27.460045
39 87.499358 63.279539 35.13352
40 87.499358 58.466676 34.424734
41 87.499358 68.002183 30.238931
42 87.499358 69.682242 28.845846
43 87.499358 66.392042 28.572306
44 87.499358 72.410247 26.740716
45 87.499358 72.107539 27.061494
46 87.499358 68.091193 26.292714
47 87.499358 71.333948 25.862707
48 87.499358 77.059928 17.826319
49 87.499358 79.182519 14.982551
50 87.499358 75.63667 17.067301
