gen best mean std
0 66.031292 1.964458 16.486902
1 66.054579 44.536205 21.461263
2 66.054579 48.043768 21.078675
3 66.054579 44.586217 20.959079
4 66.054579 46.673945 20.605832
5 66.054579 45.148437 21.281188
6 66.054579 46.391971 20.338759
7 66.054579 48.143491 20.817076
8 66.054579 50.491786 20.069787
9 66.054579 46.377343 21.785841
10 66.054579 49.324616 20.275317
11 66.054579 45.110829 21.353924
12 66.054579 43.408445 20.366021
13 66.054579 52.015228 19.725219
14 66.054579 48.720429 20.892408
15 66.054579 47.255411 20.596528
16 66.054579 48.345639 20.041294
17 66.054579 45.849195 19.654103
18 66.054579 41.871151 20.151435
19 66.054579 47.446548 20.275161
20 66.054579 49.055506 20.928209
21 66.054579 47.469073 20.850973
22 66.054579 45.343477 21.136495
23 66.054579 47.006771 19.905793
24 66.054579 49.100818 20.329971
25 66.054579 44.03476 20.203654
26 66.054579 50.682173 19.707777
27 66.054579 47.904073 19.890934
28 66.054579 48.280844 20.699997
29 66.606372 47.635505 20.242579
30 66.634024 44.610459 20.055517
31 66.634024 47.045256 19.932903
32 66.634024 49.63929 18.250418
33 66.634024 51.258828 17.724738
34 66.634024 50.407158 17.053985
35 66.634024 51.525921 16.664061
36 66.634024 55.829251 15.582874
37 66.634024 50.778376 18.288606
38 66.634024 53.13924 15.924825
39 66.634024 55.261838 15.375024
40 66.634024 49.088255 17.919829
41 66.634024 52.485754 17.985433
42 66.634024 48.462822 19.7555
43 66.634024 52.077493 18.299806
44 66.634024 52.2096 17.798303
45 66.634024 53.625466 16.853509
46 66.634024 52.831682 17.496692
47 66.634024 51.427958 16.717602
48 66.634024 50.864975 17.480688
49 66.634024 50.864904 16.114805
50 66.634024 52.9273 16.703314
