gen best mean std
0 39.390528 -3.352986 5.420174
1 39.390528 26.64097 15.802078
2 39.390528 27.602075 16.720392
3 39.390528 27.155002 16.307288
4 39.390528 28.12079 14.657591
5 39.601837 26.176948 17.288821
6 39.742505 24.031163 16.431659
7 57.706695 27.241521 15.905748
8 48.57505 26.773435 17.252368
9 48.57505 28.416345 16.820559
10 48.768891 31.770008 18.197545
11 48.768891 29.346178 21.058162
12 57.768891 26.79961 22.413017
13 75.386872 31.084591 23.771264
14 75.386872 37.310997 24.60576
15 75.43548 38.808638 32.670446
16 75.43548 51.469756 32.137682
17 75.43548 52.98791 31.710852
18 75.43548 51.456513 30.46947
19 75.43548 54.436185 30.314897
20 75.43548 50.118174 32.083084
21 75.43548 53.13338 30.611229
22 75.43548 51.942678 30.385652
23 75.43548 50.71038 34.059754
24 75.43548 51.171077 32.289408
25 75.43548 51.838404 31.604955
26 75.43548 53.694278 29.999802
27 75.43548 46.650646 33.170833
28 75.43548 49.724528 32.279729
29 75.43548 53.839136 30.58508
30 75.43548 50.460461 31.024428
31 75.43548 54.866674 30.410156
32 75.43548 61.110533 25.728172
33 75.43548 53.780147 33.033001
34 75.43548 53.50304 29.022561
35 75.43548 47.951889 33.291238
36 75.43548 50.941187 31.97694
37 75.43548 47.744779 33.041886
38 75.43548 58.135885 28.398261
39 75.43548 53.693109 28.731644
40 75.43548 56.096354 30.231454
41 75.43548 54.653798 31.487641
42 75.43548 51.194349 31.879368
43 75.43548 56.102356 29.301722
44 75.43548 54.780014 30.558325
45 84.748142 49.913718 32.585538
46 85.77194 44.638176 34.197826
47 85.77194 50.319106 35.968163
48 85.77194 51.201873 38.447134
49 85.77194 52.761641 35.074603
50 85.77194 44.664258 38.995217
