gen best mean std
0 30.790514 -3.06835 5.82976
1 57.727 1.047419 11.108147
2 56.684642 3.376083 12.960166
3 48.752976 8.33428 15.68274
4 65.734699 13.02366 17.474613
5 66.73731 12.404765 20.482448
6 66.73731 15.755493 21.000615
7 74.688265 16.872171 21.638729
8 74.688265 15.263588 19.811334
9 74.688265 20.36545 21.471724
10 86.26027 24.19491 24.655134
11 86.26027 28.026738 26.966342
12 85.242547 27.087299 27.576706
13 86.676796 31.997663 30.176906
14 86.676796 33.023883 31.358612
15 86.676796 37.005068 31.571301
16 86.676796 30.689875 31.845448
17 86.676796 31.691319 32.091084
18 86.676796 38.614808 35.47617
19 86.676796 30.155138 32.286591
20 88.232828 36.080076 33.022158
21 88.236796 38.732646 33.541472
22 89.085064 39.972478 34.595937
23 89.338336 38.679425 33.505971
24 89.338336 42.810982 35.81056
25 89.338336 44.17737 32.226835
26 90.418336 52.091769 33.969698
27 90.437405 50.932093 32.558173
28 90.437405 55.399207 32.761447
29 90.437405 57.26226 29.88464
30 90.617405 59.122805 28.063125
31 90.617405 51.274539 31.342611
32 90.617405 58.065691 30.305797
33 90.617405 58.190657 30.686526
34 90.617405 61.993189 28.478678
35 90.617405 64.695039 31.724209
36 90.617405 58.475661 30.544004
37 90.617405 64.03654 26.749944
38 90.617405 66.728368 25.77582
39 90.617405 59.221828 30.618728
40 90.617405 63.738203 29.116408
41 90.617405 62.88177 27.575137
42 90.617405 70.764377 24.355806
43 90.617405 63.058098 30.249364
44 90.617405 65.745788 27.448714
45 90.617405 71.081635 23.670852
46 90.617405 65.829277 27.392559
47 90.617405 66.56966 24.351847
48 90.617405 62.03624 26.537042
49 90.617405 63.837766 26.215129
50 90.617405 68.178191 25.091365
