gen best mean std
0 35.204255 -3.224015 8.424058
1 35.349132 3.49765 14.624979
2 35.349132 6.922714 17.261405
3 42.642418 5.689316 16.252681
4 42.642418 8.754996 21.014099
5 42.648208 8.208029 20.160322
6 52.179915 8.730527 20.97448
7 52.179915 6.089596 18.534624
8 52.179915 10.074485 22.322588
9 52.179915 11.966867 23.860099
10 52.179915 12.667705 23.170658
11 52.179915 13.627917 25.089564
12 52.179915 12.056093 23.209052
13 52.179915 13.190898 23.781371
14 52.179915 12.307773 22.268955
15 52.266897 14.431939 23.528375
16 52.179915 10.844006 22.264908
17 52.183057 21.837763 24.949215
18 52.244891 17.319119 25.682158
19 52.244891 16.733325 24.898124
20 52.244891 19.450377 24.946984
21 52.248161 14.96787 23.490403
22 52.248161 18.463328 24.924121
23 52.495875 18.378281 24.979878
24 52.495875 18.206874 25.377312
25 52.495875 18.201696 22.605908
26 52.495875 18.065577 23.33554
27 52.495875 17.182591 22.419738
28 52.495875 20.574016 24.763196
29 52.495875 21.143756 23.710653
30 52.495875 14.847936 22.678923
31 52.638668 21.286617 25.207909
32 52.661947 16.920738 21.840466
33 52.661947 19.847984 21.56708
34 52.661947 16.943862 22.504256
35 52.661947 18.945535 20.572017
36 52.661947 19.787824 20.768839
37 52.661947 25.174501 23.343738
38 52.661947 23.568131 21.206021
39 52.661947 22.757154 20.858335
40 52.661947 24.819853 20.687832
41 52.661947 16.684752 20.503006
42 52.661947 23.80385 19.880422
43 52.661947 21.303849 20.265932
44 52.661947 22.607345 20.524164
45 52.686799 20.664784 18.65623
46 52.686799 28.067763 18.282566
47 52.686799 23.002357 18.987285
48 52.686799 19.549954 18.661655
49 52.686799 22.815847 19.321032
50 52.686799 22.717886 16.799718
