gen best mean std
0 30.610928 2.543646 11.688777
1 83.529858 8.772263 15.700511
2 56.933892 10.965782 15.193681
3 83.84034 19.436596 19.061856
4 86.033109 23.32569 23.781323
5 88.819336 27.011692 28.198722
6 88.819336 33.144508 32.914591
7 88.819336 40.897103 32.610292
8 87.724687 42.223375 35.274264
9 87.292306 42.996706 35.547953
10 87.773913 48.04121 35.321979
11 87.853064 39.430538 33.687472
12 87.853064 41.684732 35.285657
13 87.292306 40.779011 34.706854
14 87.844687 40.493506 34.010118
15 87.844687 49.89585 36.653209
16 88.491587 44.451683 33.34956
17 89.563455 50.605641 33.185456
18 90.992245 47.63378 35.241009
19 90.992245 41.419728 31.754136
20 90.992245 45.246407 33.750908
21 90.992245 45.633271 32.78892
22 90.992245 49.195759 36.646438
23 90.992245 49.571209 35.728029
24 91.052245 44.853034 34.813081
25 91.052245 48.567664 36.474295
26 91.052245 48.699466 36.100857
27 91.052245 54.911322 34.402589
28 91.288253 51.329287 35.041033
29 91.052245 55.266438 35.923899
30 91.052245 52.064716 37.132042
31 91.052245 55.826186 33.850985
32 91.052245 60.520888 34.615293
33 91.052245 56.271918 33.522662
34 91.052245 56.828925 35.360938
35 91.052245 49.942266 35.606647
36 91.052245 48.85642 34.722049
37 91.052245 51.663654 34.568157
38 91.052245 49.000654 34.31434
39 91.052245 56.788583 34.041873
40 91.052245 59.33582 33.274836
41 91.052245 66.312651 31.470233
42 91.052245 57.566702 33.65793
43 91.052245 57.501428 33.85188
44 91.052245 56.132828 34.957988
45 91.10206 53.800694 34.483606
46 91.10206 59.716675 33.300373
47 91.052245 53.440953 34.298814
48 91.04206 45.895721 31.597497
49 90.870247 53.613074 32.323499
50 90.920944 55.435211 32.392181
